"X","Date","Team","Team.Location","Team.Score","Opponent","Opponent.Score","Team.Result"
1985,"11/21/15","Gonzaga","Home",101,"Mount St. Mary's",56,"Win"
1986,"11/21/15","Fordham","Home",85,"Fairleigh Dickinson",62,"Win"
1987,"11/21/15","Mount St. Mary's","Away",56,"Gonzaga",101,"Loss"
1988,"11/21/15","Louisiana Tech","Away",86,"Grambling",67,"Win"
1989,"11/21/15","Grambling","Home",67,"Louisiana Tech",86,"Loss"
1990,"11/21/15","Fairleigh Dickinson","Away",62,"Fordham",85,"Loss"
1991,"11/21/15","Florida Gulf Coast","Home",104,"Youngstown State",101,"Win"
1992,"11/21/15","Sacred Heart","Away",79,"Fairfield",83,"Loss"
1993,"11/21/15","Youngstown State","Away",101,"Florida Gulf Coast",104,"Loss"
1994,"11/21/15","Houston Baptist","Away",56,"Illinois State",72,"Loss"
1995,"11/21/15","IPFW","Home",87,"Southern Illinois-Edwardsville",67,"Win"
1996,"11/21/15","Illinois State","Home",72,"Houston Baptist",56,"Win"
1997,"11/21/15","Western Carolina","Away",69,"High Point",75,"Loss"
1998,"11/21/15","High Point","Home",75,"Western Carolina",69,"Win"
1999,"11/21/15","Florida A&M","Away",52,"Houston",97,"Loss"
2000,"11/21/15","Houston","Home",97,"Florida A&M",52,"Win"
2001,"11/22/15","Holy Cross","Away",56,"Quinnipiac",62,"Loss"
2002,"11/22/15","Quinnipiac","Home",62,"Holy Cross",56,"Win"
2003,"11/22/15","Fresno State","Away",82,"Rice",65,"Win"
2004,"11/22/15","Abilene Christian","Away",57,"Portland",87,"Loss"
2005,"11/22/15","Portland","Home",87,"Abilene Christian",57,"Win"
2006,"11/22/15","Stanford","Away",61,"Saint Mary's (CA)",78,"Loss"
2007,"11/22/15","Saint Mary's (CA)","Home",78,"Stanford",61,"Win"
2008,"11/22/15","Rice","Home",65,"Fresno State",82,"Loss"
2009,"11/22/15","Nebraska","Home",92,"Southeastern Louisiana",65,"Win"
2010,"11/22/15","Northern Colorado","Home",76,"Austin Peay",91,"Loss"
2011,"11/22/15","Oregon","Home",73,"Valparaiso",67,"Win"
2012,"11/22/15","Valparaiso","Away",67,"Oregon",73,"Loss"
2013,"11/22/15","Austin Peay","Away",91,"Northern Colorado",76,"Win"
2014,"11/22/15","Southeastern Louisiana","Away",65,"Nebraska",92,"Loss"
2015,"11/22/15","Akron","Away",56,"Villanova",75,"Loss"
2016,"11/22/15","Appalachian State","Away",48,"Tulane",76,"Loss"
2017,"11/22/15","Tulane","Home",76,"Appalachian State",48,"Win"
2018,"11/22/15","Villanova","Home",75,"Akron",56,"Win"
2019,"11/22/15","Gardner-Webb","Away",64,"Tennessee",89,"Loss"
2020,"11/22/15","Yale","Away",69,"Southern Methodist",71,"Loss"
2021,"11/22/15","Southern Methodist","Home",71,"Yale",69,"Win"
2022,"11/22/15","Texas-Rio Grande Valley","Home",61,"Portland State",79,"Loss"
2023,"11/22/15","Portland State","Away",79,"Texas-Rio Grande Valley",61,"Win"
2024,"11/22/15","Tennessee","Home",89,"Gardner-Webb",64,"Win"
2025,"11/22/15","Alcorn State","Away",66,"Texas-El Paso",88,"Loss"
2026,"11/22/15","Texas-El Paso","Home",88,"Alcorn State",66,"Win"
2027,"11/22/15","Colorado State","Home",95,"Oakland",89,"Win"
2028,"11/22/15","Oakland","Away",89,"Colorado State",95,"Loss"
2029,"11/22/15","Columbia","Home",88,"Lehigh",61,"Win"
2030,"11/22/15","Nebraska-Omaha","Away",82,"Colorado",87,"Loss"
2031,"11/22/15","Arkansas-Pine Bluff","Away",50,"Cincinnati",99,"Loss"
2032,"11/22/15","Cincinnati","Home",99,"Arkansas-Pine Bluff",50,"Win"
2033,"11/22/15","Colorado","Home",87,"Nebraska-Omaha",82,"Win"
2034,"11/22/15","Longwood","Away",97,"Eastern Kentucky",110,"Loss"
2035,"11/22/15","Florida Gulf Coast","Home",73,"North Dakota",60,"Win"
2036,"11/22/15","North Dakota","Away",60,"Florida Gulf Coast",73,"Loss"
2037,"11/22/15","Eastern Kentucky","Home",110,"Longwood",97,"Win"
2038,"11/22/15","Lehigh","Away",61,"Columbia",88,"Loss"
2039,"11/22/15","Arizona","Home",61,"Northwestern State",42,"Win"
2040,"11/22/15","Northwestern State","Away",42,"Arizona",61,"Loss"
2041,"11/22/15","Arkansas State","Home",78,"Jackson State",69,"Win"
2042,"11/22/15","Jacksonville State","Away",55,"Alabama-Birmingham",61,"Loss"
2043,"11/22/15","Air Force","Home",64,"Robert Morris",52,"Win"
2044,"11/22/15","Robert Morris","Away",52,"Air Force",64,"Loss"
2045,"11/22/15","Alabama-Birmingham","Home",61,"Jacksonville State",55,"Win"
2046,"11/22/15","Harvard","Away",56,"Boston College",69,"Loss"
2047,"11/22/15","Boston College","Home",69,"Harvard",56,"Win"
2048,"11/22/15","Jackson State","Away",69,"Arkansas State",78,"Loss"
2049,"11/22/15","Long Island University","Home",78,"North Carolina Central",77,"Win"
2050,"11/22/15","North Carolina Central","Away",77,"Long Island University",78,"Loss"
2051,"11/22/15","Miami (OH)","Home",67,"Northeastern",61,"Win"
2052,"11/22/15","Northeastern","Away",61,"Miami (OH)",67,"Loss"
2053,"11/22/15","East Tennessee State","Away",69,"Georgia Tech",68,"Win"
2054,"11/22/15","Georgia Tech","Home",68,"East Tennessee State",69,"Loss"
2055,"11/22/15","George Washington","Home",92,"Army",81,"Win"
2056,"11/22/15","Army","Away",81,"George Washington",92,"Loss"
2057,"11/22/15","James Madison","Home",75,"Tennessee-Martin",78,"Loss"
2058,"11/22/15","Tennessee-Martin","Away",78,"James Madison",75,"Win"
2059,"11/22/15","Hawaii","Home",99,"Nicholls State",74,"Win"
2060,"11/22/15","Nicholls State","Away",74,"Hawaii",99,"Loss"
2061,"11/23/15","NJIT","Away",76,"Providence",83,"Loss"
2062,"11/23/15","Providence","Home",83,"NJIT",76,"Win"
2063,"11/23/15","East Carolina","Away",54,"San Diego State",79,"Loss"
2064,"11/23/15","San Diego State","Home",79,"East Carolina",54,"Win"
2065,"11/23/15","Eastern Washington","Away",52,"Seattle",58,"Loss"
2066,"11/23/15","Michigan State","Home",89,"Eastern Michigan",65,"Win"
2067,"11/23/15","Memphis","Home",64,"Texas-Arlington",68,"Loss"
2068,"11/23/15","Texas-Arlington","Away",68,"Memphis",64,"Win"
2069,"11/23/15","Eastern Michigan","Away",65,"Michigan State",89,"Loss"
2070,"11/23/15","Idaho","Away",65,"North Texas",63,"Win"
2071,"11/23/15","North Texas","Home",63,"Idaho",65,"Loss"
2072,"11/23/15","Bethune-Cookman","Away",44,"West Virginia",97,"Loss"
2073,"11/23/15","West Virginia","Home",97,"Bethune-Cookman",44,"Win"
2074,"11/23/15","Xavier","Home",78,"Northern Kentucky",66,"Win"
2075,"11/23/15","Northern Kentucky","Away",66,"Xavier",78,"Loss"
2076,"11/23/15","Cal State Northridge","Away",61,"Southern California",96,"Loss"
2077,"11/23/15","Seattle","Home",58,"Eastern Washington",52,"Win"
2078,"11/23/15","Southern California","Home",96,"Cal State Northridge",61,"Win"
2079,"11/23/15","Davidson","Home",77,"Mercer",71,"Win"
2080,"11/23/15","Mercer","Away",71,"Davidson",77,"Loss"
2081,"11/23/15","Savannah State","Away",59,"Baylor",100,"Loss"
2082,"11/23/15","Baylor","Home",100,"Savannah State",59,"Win"
2083,"11/23/15","University of California","Home",89,"Sam Houston State",63,"Win"
2084,"11/23/15","Sam Houston State","Away",63,"University of California",89,"Loss"
2085,"11/23/15","UC-Irvine","Home",79,"Santa Clara",61,"Win"
2086,"11/23/15","Santa Clara","Away",61,"UC-Irvine",79,"Loss"
2087,"11/23/15","Chattanooga","Away",63,"Iowa State",83,"Loss"
2088,"11/23/15","Iowa State","Home",83,"Chattanooga",63,"Win"
2089,"11/23/15","Lafayette","Away",75,"La Salle",83,"Loss"
2090,"11/23/15","IUPUI","Away",63,"Kennesaw State",71,"Loss"
2091,"11/23/15","Kennesaw State","Home",71,"IUPUI",63,"Win"
2092,"11/23/15","La Salle","Home",83,"Lafayette",75,"Win"
2093,"11/23/15","Grand Canyon","Home",94,"Mississippi Valley State",60,"Win"
2094,"11/23/15","Bowling Green State","Away",82,"Florida Gulf Coast",77,"Win"
2095,"11/23/15","Florida Gulf Coast","Home",77,"Bowling Green State",82,"Loss"
2096,"11/23/15","Mississippi Valley State","Away",60,"Grand Canyon",94,"Loss"
2097,"11/24/15","Quinnipiac","Home",69,"North Carolina Central",59,"Win"
2098,"11/24/15","North Carolina Central","Away",59,"Quinnipiac",69,"Loss"
2099,"11/24/15","Portland","Home",97,"Alcorn State",65,"Win"
2100,"11/24/15","Penn State","Home",74,"Radford",86,"Loss"
2101,"11/24/15","Valparaiso","Away",63,"Oregon State",57,"Win"
2102,"11/24/15","Alcorn State","Away",65,"Portland",97,"Loss"
2103,"11/24/15","Radford","Away",86,"Penn State",74,"Win"
2104,"11/24/15","Winthrop","Away",79,"South Carolina Upstate",78,"Win"
2105,"11/24/15","Albany (NY)","Away",61,"South Florida",63,"Loss"
2106,"11/24/15","South Carolina Upstate","Home",78,"Winthrop",79,"Loss"
2107,"11/24/15","Sacramento State","Home",84,"UC-Davis",79,"Win"
2108,"11/24/15","UC-Davis","Away",79,"Sacramento State",84,"Loss"
2109,"11/24/15","Saint Louis","Home",70,"North Florida",57,"Win"
2110,"11/24/15","North Florida","Away",57,"Saint Louis",70,"Loss"
2111,"11/24/15","Oregon State","Home",57,"Valparaiso",63,"Loss"
2112,"11/24/15","Robert Morris","Away",71,"New Mexico State",81,"Loss"
2113,"11/24/15","New Mexico State","Home",81,"Robert Morris",71,"Win"
2114,"11/24/15","Nebraska","Home",67,"Arkansas-Pine Bluff",44,"Win"
2115,"11/24/15","Arkansas-Pine Bluff","Away",44,"Nebraska",67,"Loss"
2116,"11/24/15","Ohio State","Home",74,"Louisiana Tech",82,"Loss"
2117,"11/24/15","Louisiana Tech","Away",82,"Ohio State",74,"Win"
2118,"11/24/15","Oklahoma","Home",96,"Incarnate Word",63,"Win"
2119,"11/24/15","Incarnate Word","Away",63,"Oklahoma",96,"Loss"
2120,"11/24/15","North Texas","Home",72,"Samford",74,"Loss"
2121,"11/24/15","Samford","Away",74,"North Texas",72,"Win"
2122,"11/24/15","North Carolina A&T","Away",60,"Virginia Tech",90,"Loss"
2123,"11/24/15","Virginia Military Institute","Home",76,"Presbyterian",61,"Win"
2124,"11/24/15","Virginia Tech","Home",90,"North Carolina A&T",60,"Win"
2125,"11/24/15","Presbyterian","Away",61,"Virginia Military Institute",76,"Loss"
2126,"11/24/15","Utah Valley","Away",55,"Utah State",81,"Loss"
2127,"11/24/15","Utah State","Home",81,"Utah Valley",55,"Win"
2128,"11/24/15","Texas-Rio Grande Valley","Home",83,"Southeast Missouri State",74,"Win"
2129,"11/24/15","Southern Illinois-Edwardsville","Home",74,"Campbell",77,"Loss"
2130,"11/24/15","Campbell","Away",77,"Southern Illinois-Edwardsville",74,"Win"
2131,"11/24/15","Southern Utah","Home",66,"Cal State Fullerton",80,"Loss"
2132,"11/24/15","Cal State Fullerton","Away",80,"Southern Utah",66,"Win"
2133,"11/24/15","Southern Illinois","Home",97,"Oakland",88,"Win"
2134,"11/24/15","South Florida","Home",63,"Albany (NY)",61,"Win"
2135,"11/24/15","Oakland","Away",88,"Southern Illinois",97,"Loss"
2136,"11/24/15","Florida A&M","Away",54,"Texas-El Paso",72,"Loss"
2137,"11/24/15","Tennessee Tech","Home",86,"Jackson State",82,"Win"
2138,"11/24/15","Southeast Missouri State","Away",74,"Texas-Rio Grande Valley",83,"Loss"
2139,"11/24/15","Texas-El Paso","Home",72,"Florida A&M",54,"Win"
2140,"11/24/15","Jackson State","Away",82,"Tennessee Tech",86,"Loss"
2141,"11/24/15","Tennessee","Home",95,"Army",80,"Win"
2142,"11/24/15","Army","Away",80,"Tennessee",95,"Loss"
2143,"11/24/15","Wofford","Away",59,"Columbia",70,"Loss"
2144,"11/24/15","Columbia","Home",70,"Wofford",59,"Win"
2145,"11/24/15","Fairleigh Dickinson","Away",72,"Delaware",73,"Loss"
2146,"11/24/15","Delaware","Home",73,"Fairleigh Dickinson",72,"Win"
2147,"11/24/15","Colorado State","Home",108,"Abilene Christian",100,"Win"
2148,"11/24/15","Coastal Carolina","Away",67,"College of Charleston",61,"Win"
2149,"11/24/15","Abilene Christian","Away",100,"Colorado State",108,"Loss"
2150,"11/24/15","College of Charleston","Home",61,"Coastal Carolina",67,"Loss"
2151,"11/24/15","Akron","Away",63,"Green Bay",66,"Loss"
2152,"11/24/15","George Washington","Home",94,"Gardner-Webb",65,"Win"
2153,"11/24/15","Hartford","Home",77,"Niagara",73,"Win"
2154,"11/24/15","Green Bay","Home",66,"Akron",63,"Win"
2155,"11/24/15","Gardner-Webb","Away",65,"George Washington",94,"Loss"
2156,"11/24/15","Fordham","Home",84,"Colgate",58,"Win"
2157,"11/24/15","Colgate","Away",58,"Fordham",84,"Loss"
2158,"11/24/15","UC-Riverside","Home",81,"Delaware State",55,"Win"
2159,"11/24/15","Siena","Away",83,"Bucknell",81,"Win"
2160,"11/24/15","Canisius","Home",73,"St. Bonaventure",77,"Loss"
2161,"11/24/15","Delaware State","Away",55,"UC-Riverside",81,"Loss"
2162,"11/24/15","Bucknell","Home",81,"Siena",83,"Loss"
2163,"11/24/15","New Hampshire","Away",88,"Brown",77,"Win"
2164,"11/24/15","Brown","Home",77,"New Hampshire",88,"Loss"
2165,"11/24/15","East Tennessee State","Away",76,"Charleston Southern",77,"Loss"
2166,"11/24/15","Charleston Southern","Home",77,"East Tennessee State",76,"Win"
2167,"11/24/15","Southeastern Louisiana","Away",49,"Cincinnati",64,"Loss"
2168,"11/24/15","Cincinnati","Home",64,"Southeastern Louisiana",49,"Win"
2169,"11/24/15","Binghamton","Away",81,"Central Connecticut State",75,"Win"
2170,"11/24/15","St. Bonaventure","Away",77,"Canisius",73,"Win"
2171,"11/24/15","Central Connecticut State","Home",75,"Binghamton",81,"Loss"
2172,"11/24/15","Stony Brook","Away",76,"Loyola (MD)",63,"Win"
2173,"11/24/15","Fairfield","Away",113,"Maryland-Eastern Shore",74,"Win"
2174,"11/24/15","Loyola (MD)","Home",63,"Stony Brook",76,"Loss"
2175,"11/24/15","Kentucky","Home",82,"Boston University",62,"Win"
2176,"11/24/15","Boston University","Away",62,"Kentucky",82,"Loss"
2177,"11/24/15","St. Francis (NY)","Away",41,"Louisville",85,"Loss"
2178,"11/24/15","Louisville","Home",85,"St. Francis (NY)",41,"Win"
2179,"11/24/15","Morehead State","Home",85,"Marshall",61,"Win"
2180,"11/24/15","Marshall","Away",61,"Morehead State",85,"Loss"
2181,"11/24/15","Miami (OH)","Home",53,"IPFW",57,"Loss"
2182,"11/24/15","Maryland-Eastern Shore","Home",74,"Fairfield",113,"Loss"
2183,"11/24/15","IPFW","Away",57,"Miami (OH)",53,"Win"
2184,"11/24/15","Saint Francis (PA)","Away",60,"Kent State",79,"Loss"
2185,"11/24/15","Niagara","Away",73,"Hartford",77,"Loss"
2186,"11/24/15","Belmont","Away",80,"Kennesaw State",55,"Win"
2187,"11/24/15","Kent State","Home",79,"Saint Francis (PA)",60,"Win"
2188,"11/24/15","Kennesaw State","Home",55,"Belmont",80,"Loss"
2189,"11/24/15","Jacksonville State","Home",69,"Alabama A&M",73,"Loss"
2190,"11/24/15","Alabama A&M","Away",73,"Jacksonville State",69,"Win"
2191,"11/25/15","Rice","Home",92,"Lamar",84,"Win"
2192,"11/25/15","Lamar","Away",84,"Rice",92,"Loss"
2193,"11/25/15","Lafayette","Away",52,"Princeton",104,"Loss"
2194,"11/25/15","Pittsburgh","Home",93,"Cornell",49,"Win"
2195,"11/25/15","Princeton","Home",104,"Lafayette",52,"Win"
2196,"11/25/15","San Francisco","Home",61,"UC-Santa Barbara",68,"Loss"
2197,"11/25/15","UC-Santa Barbara","Away",68,"San Francisco",61,"Win"
2198,"11/25/15","Nebraska-Omaha","Away",105,"Northern Colorado",85,"Win"
2199,"11/25/15","Troy","Away",86,"North Texas",74,"Win"
2200,"11/25/15","Northern Colorado","Home",85,"Nebraska-Omaha",105,"Loss"
2201,"11/25/15","Pennsylvania","Home",80,"La Salle",64,"Win"
2202,"11/25/15","Cornell","Away",49,"Pittsburgh",93,"Loss"
2203,"11/25/15","La Salle","Away",64,"Pennsylvania",80,"Loss"
2204,"11/25/15","Oregon","Home",91,"Arkansas State",68,"Win"
2205,"11/25/15","Arkansas State","Away",68,"Oregon",91,"Loss"
2206,"11/25/15","Virginia","Home",80,"Lehigh",54,"Win"
2207,"11/25/15","Lehigh","Away",54,"Virginia",80,"Loss"
2208,"11/25/15","Virginia Commonwealth","Home",72,"American",44,"Win"
2209,"11/25/15","American","Away",44,"Virginia Commonwealth",72,"Loss"
2210,"11/25/15","Wyoming","Home",68,"Cal State Bakersfield",64,"Win"
2211,"11/25/15","Cal State Bakersfield","Away",64,"Wyoming",68,"Loss"
2212,"11/25/15","Wisconsin","Home",85,"Prairie View",67,"Win"
2213,"11/25/15","Hampton","Away",67,"William & Mary",86,"Loss"
2214,"11/25/15","Prairie View","Away",67,"Wisconsin",85,"Loss"
2215,"11/25/15","William & Mary","Home",86,"Hampton",67,"Win"
2216,"11/25/15","Grambling","Away",40,"Texas-Arlington",73,"Loss"
2217,"11/25/15","Texas-Arlington","Home",73,"Grambling",40,"Win"
2218,"11/25/15","Florida","Home",86,"Vermont",62,"Win"
2219,"11/25/15","Idaho State","Away",69,"Denver",79,"Loss"
2220,"11/25/15","Denver","Home",79,"Idaho State",69,"Win"
2221,"11/25/15","Yale","Away",61,"Duke",80,"Loss"
2222,"11/25/15","Duke","Home",80,"Yale",61,"Win"
2223,"11/25/15","Harvard","Home",80,"Bryant",45,"Win"
2224,"11/25/15","Bryant","Away",45,"Harvard",80,"Loss"
2225,"11/25/15","Sacred Heart","Away",60,"Holy Cross",69,"Loss"
2226,"11/25/15","Holy Cross","Home",69,"Sacred Heart",60,"Win"
2227,"11/25/15","High Point","Away",46,"Georgia",49,"Loss"
2228,"11/25/15","Florida International","Home",80,"Long Island University",72,"Win"
2229,"11/25/15","Vermont","Away",62,"Florida",86,"Loss"
2230,"11/25/15","Georgia","Home",49,"High Point",46,"Win"
2231,"11/25/15","Long Island University","Away",72,"Florida International",80,"Loss"
2232,"11/25/15","Brigham Young","Home",75,"Mississippi Valley State",68,"Win"
2233,"11/25/15","New Orleans","Away",64,"Bradley",51,"Win"
2234,"11/25/15","Mississippi Valley State","Away",68,"Brigham Young",75,"Loss"
2235,"11/25/15","Bradley","Home",51,"New Orleans",64,"Loss"
2236,"11/25/15","Colorado","Home",81,"Air Force",70,"Win"
2237,"11/25/15","Air Force","Away",70,"Colorado",81,"Loss"
2238,"11/25/15","Georgia Southern","Away",90,"Citadel",95,"Loss"
2239,"11/25/15","Citadel","Home",95,"Georgia Southern",90,"Win"
2240,"11/25/15","Mississippi","Home",68,"Georgia State",59,"Win"
2241,"11/25/15","Georgia State","Away",59,"Mississippi",68,"Loss"
2242,"11/25/15","Navy","Away",75,"Maryland-Baltimore County",54,"Win"
2243,"11/25/15","Montana","Away",53,"North Dakota State",73,"Loss"
2244,"11/25/15","Nicholls State","Away",63,"New Mexico",75,"Loss"
2245,"11/25/15","North Texas","Home",74,"Troy",86,"Loss"
2246,"11/25/15","North Dakota State","Home",73,"Montana",53,"Win"
2247,"11/25/15","New Mexico","Home",75,"Nicholls State",63,"Win"
2248,"11/25/15","Portland State","Away",73,"Nevada",76,"Loss"
2249,"11/25/15","Nevada","Home",76,"Portland State",73,"Win"
2250,"11/25/15","George Mason","Away",67,"Manhattan",69,"Loss"
2251,"11/25/15","Maine","Home",92,"Longwood",82,"Win"
2252,"11/25/15","Maryland-Baltimore County","Home",54,"Navy",75,"Loss"
2253,"11/25/15","Manhattan","Home",69,"George Mason",67,"Win"
2254,"11/25/15","Longwood","Away",82,"Maine",92,"Loss"
2255,"11/25/15","Loyola Marymount","Home",82,"Cal State Northridge",80,"Win"
2256,"11/25/15","Cal State Northridge","Away",80,"Loyola Marymount",82,"Loss"
2257,"11/26/15","Elon","Home",79,"Mount St. Mary's",74,"Win"
2258,"11/26/15","Mount St. Mary's","Away",74,"Elon",79,"Loss"
2259,"11/27/15","Winthrop","Away",79,"North Carolina State",87,"Loss"
2260,"11/27/15","North Carolina State","Home",87,"Winthrop",79,"Win"
2261,"11/27/15","North Carolina-Greensboro","Home",66,"Navy",70,"Loss"
2262,"11/27/15","Navy","Away",70,"North Carolina-Greensboro",66,"Win"
2263,"11/27/15","UC-Riverside","Away",81,"Rice",87,"Loss"
2264,"11/27/15","Oklahoma State","Home",79,"Long Beach State",73,"Win"
2265,"11/27/15","Rice","Home",87,"UC-Riverside",81,"Win"
2266,"11/27/15","Long Beach State","Away",73,"Oklahoma State",79,"Loss"
2267,"11/27/15","Miami (FL)","Home",77,"Northeastern",78,"Loss"
2268,"11/27/15","Northeastern","Away",78,"Miami (FL)",77,"Win"
2269,"11/27/15","Maryland-Eastern Shore","Home",70,"Saint Francis (PA)",57,"Win"
2270,"11/27/15","Marshall","Home",75,"James Madison",89,"Loss"
2271,"11/27/15","Saint Francis (PA)","Away",57,"Maryland-Eastern Shore",70,"Loss"
2272,"11/27/15","Nebraska-Omaha","Away",90,"Minnesota",93,"Loss"
2273,"11/27/15","Minnesota","Home",93,"Nebraska-Omaha",90,"Win"
2274,"11/27/15","Robert Morris","Away",72,"Tennessee Tech",85,"Loss"
2275,"11/27/15","Tennessee Tech","Home",85,"Robert Morris",72,"Win"
2276,"11/27/15","Utah","Home",102,"Idaho State",72,"Win"
2277,"11/27/15","Idaho State","Away",72,"Utah",102,"Loss"
2278,"11/27/15","South Carolina","Home",92,"Lipscomb",76,"Win"
2279,"11/27/15","Lipscomb","Away",76,"South Carolina",92,"Loss"
2280,"11/27/15","South Carolina Upstate","Home",80,"Georgia Southern",84,"Loss"
2281,"11/27/15","Georgia Southern","Away",84,"South Carolina Upstate",80,"Win"
2282,"11/27/15","Baylor","Home",94,"Arkansas State",72,"Win"
2283,"11/27/15","Western Carolina","Away",56,"College of Charleston",57,"Loss"
2284,"11/27/15","College of Charleston","Home",57,"Western Carolina",56,"Win"
2285,"11/27/15","Charleston Southern","Away",58,"Akron",82,"Loss"
2286,"11/27/15","Akron","Home",82,"Charleston Southern",58,"Win"
2287,"11/27/15","Albany (NY)","Home",74,"NJIT",73,"Win"
2288,"11/27/15","Auburn","Home",119,"Northwestern State",81,"Win"
2289,"11/27/15","Arkansas State","Away",72,"Baylor",94,"Loss"
2290,"11/27/15","Northwestern State","Away",81,"Auburn",119,"Loss"
2291,"11/27/15","NJIT","Away",73,"Albany (NY)",74,"Loss"
2292,"11/27/15","Elon","Home",81,"Texas A&M-Corpus Christi",85,"Loss"
